rank,tier,platform_id,name,company,website,categories,sector,country,deployment_footprint,source_type,abdm_certified,abdm_integrated_date,abdm_expiry,abdm_listings,security_audit_cert,govt_product_rating,score_market_importance,score_automation_potential,score_api_quality,score_ui_automation,score_fhir_readiness,score_security,score_integration_difficulty,score_maintenance_burden,score_strategic_importance,recommended_priority,confidence,last_verified,evidence,notes
279,P3,IN-agilus-diagnostics,Agilus Diagnostics Limited,Agilus Diagnostics Limited,https://agilusdiagnostics.com,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-08-24,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
280,P3,IN-blue-pearl-health-tech-pvt,Blue Pearl Health Tech Pvt Ltd,Blue Pearl Health Tech Pvt Ltd,https://www.elabassist.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-10-14,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
281,P3,IN-busysoft-systems-private,Busysoft Systems Private Limited,Busysoft Systems Private Limited,http://www.busysoftsystems.com,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-19,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
282,P3,IN-csc-healthcare-wellness-services,CSC Healthcare & Wellness Services Limited,CSC Healthcare & Wellness Services Limited,https://cschealthcare.in ,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-27,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
283,P3,IN-dr-lal-pathlabs,Dr Lal PathLabs,Dr Lal PathLabs,https://www.lalpathlabs.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-01-04,2024-12-31,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
284,P3,IN-ezerx-health-tech-pvt,EzeRx Health Tech Pvt. Ltd.,EzeRx Health Tech Pvt. Ltd.,https://www.ezerx.in,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-07-01,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
285,P3,IN-hscc-india,HSCC (INDIA) LIMITED,HSCC (INDIA) LIMITED,http://www.hsccltd.co.in,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-10-29,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
286,P3,IN-hindustan-wellness-pvt,Hindustan Wellness Pvt. Ltd,Hindustan Wellness Pvt. Ltd,https://hindustanwellness.com,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-11-28,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
287,P3,IN-isiri-technologies-pvt,ISIRI Technologies Pvt Ltd,ISIRI Technologies Pvt Ltd,https://ayuslab.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-01-19,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
288,P3,IN-krsnaa-diagnostics,Krsnaa Diagnostics Ltd.,Krsnaa Diagnostics Ltd.,https://krsnaadiagnostics.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-30,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
289,P3,IN-livehealth,Livehealth,Livehealth,https://creliohealth.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-12-31,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
290,P3,IN-mediquity-technologies-pvt-ltd-sharp-lims,MEDIQUITY TECHNOLOGIES PVT. LTD (SHARP LIMS),MEDIQUITY TECHNOLOGIES PVT. LTD (SHARP LIMS),https://mediquity.in/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-01-21,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
291,P3,IN-pathkind-diagnostics-private,PATHKIND DIAGNOSTICS PRIVATE LIMITED,PATHKIND DIAGNOSTICS PRIVATE LIMITED,https://www.pathkindlabs.com,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-30,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
292,P3,IN-remidio-innovative-solutions-pvt,Remidio Innovative Solutions Pvt Ltd,Remidio Innovative Solutions Pvt Ltd,https://www.remidio.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-10,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
293,P3,IN-softmed-technologies,Softmed Technologies LLP,Softmed Technologies LLP,https://softmedtech.com,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-09-29,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
294,P3,IN-sufalam-solutions-pvt,Sufalam Solutions Pvt. Ltd.,Sufalam Solutions Pvt. Ltd.,https://www.sufalam.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-05,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
295,P3,IN-sunfox-technologies-private,Sunfox Technologies Private Limited,Sunfox Technologies Private Limited,https://sunfox.in/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-06,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
296,P3,IN-wrig-nanosystems-private,Wrig Nanosystems Private Limited,Wrig Nanosystems Private Limited,https://truehb.com/,LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-06,,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
297,P3,IN-zealthix-technologies-private,Zealthix Technologies Private Limited,Zealthix Technologies Private Limited,https://zealthix.com,Connectors|Health Tech|LMIS,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-04-23,2024-11-30,1,False,,3.4,6.7,5,8,8,5,4.8,3.4,3.9,3.9,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
298,P3,IN-epic,Epic,Epic Systems,https://www.epic.com,EMR,private,USA/Global,NICHE,CURATED,False,,,0,False,,2.8,8.0,8,8,8,4,3.0,3,3.9,3.9,VERIFIED,2026-07-25,https://open.epic.com,~29% US hospital share; limited but growing non-US. Minimal Indian provider footprint; relevant mainly to India GCC/offshore delivery and a few elite private groups. open.epic FHIR APIs.
299,P3,IN-oracle-health-cerner,Oracle Health (Cerner),Oracle,https://www.oracle.com/health/,EMR,private,USA/Global,NICHE,CURATED,False,,,0,False,,2.8,8.0,8,8,8,4,3.0,3,3.9,3.9,VERIFIED,2026-07-25,https://intuitionlabs.ai/articles/global-health-information-systems,30+ countries. India: large Cerner engineering/GCC presence (Bengaluru); some private hospital deployments.
300,P3,IN-abym-technology-private,Abym Technology Private Limited,Abym Technology Private Limited,https://abym.in,Connectors,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-05-31,,1,False,,3.2,6.7,5,8,8,5,4.8,3.4,3.8,3.8,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
301,P3,IN-driefcase-health-tech-pvt,Driefcase Health Tech Pvt Ltd,Driefcase Health Tech Pvt Ltd,https://www.driefcase.com/,Connectors|NHCX|PHR App,private,India,UNKNOWN,ABDM_REGISTRY,True,2021-08-06,2025-05-16,3,True,,3.2,6.7,5,8,8,7,4.8,3.4,3.8,3.8,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
302,P3,IN-healthica-digisol-private,Healthica Digisol Private Limited,Healthica Digisol Private Limited,https://healthica.in/,Connectors|Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-15,2025-03-31,2,False,,3.2,6.7,5,8,8,5,4.8,3.4,3.8,3.8,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
303,P3,IN-quality-healthcare-access-private,QUALITY HEALTHCARE ACCESS PRIVATE LIMITED,QUALITY HEALTHCARE ACCESS PRIVATE LIMITED,https://accessh.org/,Connectors,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-01-07,,1,False,,3.2,6.7,5,8,8,5,4.8,3.4,3.8,3.8,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
304,P3,IN-abi-health-technologies-private,ABI-Health Technologies Private Limited,ABI-Health Technologies Private Limited,https://www.abi-health.com,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-26,2024-08-29,2,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
305,P3,IN-acko-general-insurance,Acko General Insurance Ltd.,Acko General Insurance Ltd.,www.acko.com/gi,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-09-15,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
306,P3,IN-aditya-birla-health-insurance-company,Aditya Birla Health Insurance Company Ltd.,Aditya Birla Health Insurance Company Ltd.,https://www.adityabirlacapital.com/healthinsurance/homepage,Health Tech|Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-09-13,,2,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
307,P3,IN-bajaj-general-insurance,Bajaj General Insurance Limited,Bajaj General Insurance Limited,https://www.bajajgeneralinsurance.com,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-07,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
308,P3,IN-chola-ms-general-insurance-co,Chola MS General Insurance Co Ltd,Chola MS General Insurance Co Ltd,https://www.cholainsurance.com/,Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-04,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
309,P3,IN-ihx-private,IHX Private Limited,IHX Private Limited,https://www.ihx.in/,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-08,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
310,P3,IN-manipalcigna-health-insurance-company,ManipalCigna Health Insurance Company Limited,ManipalCigna Health Insurance Company Limited,https://www.manipalcigna.com/,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-01,2024-08-31,2,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
311,P3,IN-medi-assist-insurance-tpa-pvt,Medi Assist Insurance TPA Pvt. Ltd.,Medi Assist Insurance TPA Pvt. Ltd.,www.mediassisttpa.in,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-08,2024-08-29,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
312,P3,IN-navi-general-insurance,Navi General Insurance Limited,Navi General Insurance Limited,https://navi.com/insurance,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-11-22,2024-08-29,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
313,P3,IN-niva-bupa-health-insurance-company,Niva Bupa Health Insurance Company Limited,Niva Bupa Health Insurance Company Limited,https://www.nivabupa.com/,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-08,2024-08-29,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
314,P3,IN-one-sg-technologies-pvt,One SG Technologies Pvt Ltd,One SG Technologies Pvt Ltd,https://www.onehcx.com,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-05-25,,3,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
315,P3,IN-reliance-general-insurance-co,Reliance General Insurance Co. Ltd.,Reliance General Insurance Co. Ltd.,https://www.reliancegeneral.co.in/Insurance/Home.aspx,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-27,2024-10-31,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
316,P3,IN-star-health-and-allied-insurance-company,Star Health and Allied Insurance Company Limited,Star Health and Allied Insurance Company Limited, https://www.starhealth.in/,Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-24,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
317,P3,IN-tecforz-innovations-pvt,Tecforz Innovations Pvt Ltd,Tecforz Innovations Pvt Ltd,https://tecforz.com/,Insurance|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-03-20,,2,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
318,P3,IN-united-india-insurance-company,United India Insurance Company,United India Insurance Company,https://uiic.co.in/,Insurance|NHCX,government,India,UNKNOWN,ABDM_REGISTRY,True,2024-03-08,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
319,P3,IN-universal-sompo-general-insurance-c,Universal Sompo General Insurance C,Universal Sompo General Insurance C,https://www.universalsompo.com/,Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-21,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
320,P3,IN-vesak-technologies-pvt,Vesak Technologies Pvt. Ltd.,Vesak Technologies Pvt. Ltd.,https://www.aarogyaid.com/,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-29,,2,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
321,P3,IN-vidal-health-insurance-tpa-private,Vidal Health Insurance TPA Private Limited,Vidal Health Insurance TPA Private Limited,www.vidalhealthtpa.com,NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-06-07,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
322,P3,IN-vitraya-technologies-private,Vitraya Technologies Private Limited,Vitraya Technologies Private Limited,www.vitraya.com,Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-12-15,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
323,P3,IN-volo-health-insurance-tpa-pvt,Volo Health Insurance TPA Pvt. Ltd.,Volo Health Insurance TPA Pvt. Ltd.,https://www.volohealthtpa.com/,Health Tech|NHCX,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-10-01,,1,False,,3.1,6.7,5,8,8,5,4.8,3.4,3.7,3.7,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
324,P3,IN-akna-health-insurance-tpa-private,AKNA HEALTH INSURANCE TPA PRIVATE LIMITED,AKNA HEALTH INSURANCE TPA PRIVATE LIMITED,https://aknatpa.com,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-03-10,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
325,P3,IN-am-tree-healthwealth-innovations-private,AM-TREE HEALTHWEALTH INNOVATIONS PRIVATE LIMITED,AM-TREE HEALTHWEALTH INNOVATIONS PRIVATE LIMITED,https://amtreehealth.com,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-02-21,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
326,P3,IN-apna-policy-insurance-brokers-pvt,Apna Policy Insurance Brokers Pvt. Ltd.,Apna Policy Insurance Brokers Pvt. Ltd.,https://apnapolicy.co.in,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-10-14,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
327,P3,IN-care-health-insurance,Care health insurance,Care health insurance,https://www.careinsurance.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-12,2024-09-30,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
328,P3,IN-cholamandalam-ms-general-insurance-company,Cholamandalam MS General Insurance company Ltd,Cholamandalam MS General Insurance company Ltd,https://www.cholainsurance.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-02-26,2024-11-30,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
329,P3,IN-genins-india-insurance-tpa,Genins India Insurance TPA Ltd.,Genins India Insurance TPA Ltd.,https://www.geninsindia.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-13,2024-09-30,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
330,P3,IN-go-digit-general-insurance,Go Digit General Insurance Limited,Go Digit General Insurance Limited,https://www.godigit.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-12,2024-10-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
331,P3,IN-hdfc-ergo-general-insurance-company,HDFC Ergo General Insurance Company Limited,HDFC Ergo General Insurance Company Limited,https://www.hdfcergo.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2022-10-13,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
332,P3,IN-icici-lombard-general-insurance-company,ICICI Lombard General Insurance Company Ltd,ICICI Lombard General Insurance Company Ltd,https://www.icicilombard.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-12,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
333,P3,IN-icici-prudential-life-insurance-co,ICICI Prudential Life Insurance Co. Ltd.,ICICI Prudential Life Insurance Co. Ltd.,https://www.iciciprulife.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-14,2024-10-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
334,P3,IN-kotak-mahindra-general-insurance-company,KOTAK MAHINDRA GENERAL INSURANCE COMPANY LIMITED,KOTAK MAHINDRA GENERAL INSURANCE COMPANY LIMITED,https://www.kotakgeneral.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-09-13,2024-09-30,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
335,P3,IN-kotak-mahindra-life-insurance-company,Kotak Mahindra Life Insurance Company,Kotak Mahindra Life Insurance Company,https://www.kotaklife.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-07-04,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
336,P3,IN-liberty-general-insurance,Liberty General Insurance Limited,Liberty General Insurance Limited,https://www.libertyinsurance.in/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2024-01-17,2024-12-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
337,P3,IN-link-k-insurance-tpa-private,Link-K Insurance TPA Private Limited,Link-K Insurance TPA Private Limited,https://www.linkktpa.com/home,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2025-01-30,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
338,P3,IN-m-s-galaxy-health-insurance-co,M/s. GALAXY HEALTH INSURANCE CO LTD.,M/s. GALAXY HEALTH INSURANCE CO LTD.,https://www.galaxyhealth.com/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-04-19,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
339,P3,IN-mediprobe-consultancy-services-private,MEDIPROBE CONSULTANCY SERVICES PRIVATE LIMITED,MEDIPROBE CONSULTANCY SERVICES PRIVATE LIMITED,https://mediprobe.co.in/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2026-03-19,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
340,P3,IN-national-insurance-company,NATIONAL INSURANCE COMPANY LIMITED,NATIONAL INSURANCE COMPANY LIMITED,https://nationalinsurance.nic.co.in,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-11-07,2024-10-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
341,P3,IN-oriental-insurance-company,Oriental Insurance Company Limited,Oriental Insurance Company Limited,https://orientalinsurance.org.in/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-16,2025-01-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
342,P3,IN-paramount-health-services-insurance-tpa-pvt,PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT LTD,PARAMOUNT HEALTH SERVICES & INSURANCE TPA PVT LTD,https://www.paramounttpa.com,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-10-23,2024-10-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
343,P3,IN-qbe-general-insurance-private,QBE General Insurance Private Limited,QBE General Insurance Private Limited,https://www.rahejaqbe.com,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-10,2024-08-31,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
344,P3,IN-rajasthan-state-health-assurance-agency-rshaa,Rajasthan State Health Assurance Agency (RSHAA),Rajasthan State Health Assurance Agency (RSHAA),chiranjeeviapp.rajasthan.gov.in,Insurance,government,India,UNKNOWN,ABDM_REGISTRY,True,2024-10-07,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
345,P3,IN-rajiv-aarogyasri-health-care-trust,Rajiv Aarogyasri Health Care Trust,Rajiv Aarogyasri Health Care Trust,https://aarogyasri.telangana.gov.in,Insurance,government,India,UNKNOWN,ABDM_REGISTRY,True,2025-06-11,,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
346,P3,IN-royal-sundaram-general-insurance-co,Royal Sundaram General Insurance Co. Ltd.,Royal Sundaram General Insurance Co. Ltd.,https://www.royalsundaram.in/,Insurance,private,India,UNKNOWN,ABDM_REGISTRY,True,2023-08-12,2024-09-30,1,False,,3.0,6.7,5,8,8,5,4.8,3.4,3.7,3.6,VERIFIED,2026-07-25,https://abdm.gov.in/strapicms/api/our-partners  (ABDM official partner registry API),
